Site,Sample Date,pH †(Unit),Alkalinity (mg/L CaCO3),Calcium (mg/L),Specific Conductance ( µS/cm), Temperature † (°F),ortho-Phosphate †† (mg/L),Lead (µg/L),Copper (mg/L)
1S03B,12/07/2021,7.35,17.8,5.7,98,50,2.25,0,0.008
1S07*,12/07/2021,7.13,16.8,5.77,97,48,2.11,0,0.019
1SCH3,12/07/2021,7.24,67.8,23,396,50,2.15,0,0.014
1SCL1,12/07/2021,7.23,67.7,23.4,395,52,2.13,0,0.014
1S03,01/08/2021,7.27,,,96,41,2.11,,
1S03A,01/08/2021,7.27,,,92,43,2.18,,
1S03B,01/08/2021,7.38,,,94,43,2.13,,
1SCH3,01/08/2021,7.32,,,450,43,2.08,,
1SCL1,01/08/2021,7.29,,,450,43,1.92,,
1S03,02/08/2021,7.12,,,97,37,2.04,,
1S03A,02/08/2021,7.22,,,94,37,2.1,,
1S03B,02/08/2021,7.29,,,98,36,2.13,,
1SCH3,02/08/2021,7.2,,,425,37,2.02,,
1SCL1,02/08/2021,7.26,,,424,39,2.12,,
1S03,03/08/2021,7.15,,,93,39,2.06,,
1S03A,03/08/2021,7.22,,,89,39,2.17,,
1S03B,03/08/2021,7.33,,,87,37,2.18,,
1SCL1,03/08/2021,7.31,,,398,39,2.32,,
1S03,04/08/2021,7.23,,,95,46,2.04,,
1S03A,04/08/2021,7.14,,,89,45,2.12,,
1S03B,04/08/2021,7.35,,,93,46,2.13,,
1SCH3,04/08/2021,7.29,,,499,45,2.22,,
1SCL1,04/08/2021,7.29,,,491,45,2.14,,
1S03,05/08/2021,7.29,,,97,52,2.12,,
1S03A,05/08/2021,7.2,,,92,52,2.27,,
1S03B,05/08/2021,7.31,,,94,52,2.13,,
1SCH3,05/08/2021,7.35,,,482,46,2.08,,
1SCL1,05/08/2021,7.24,,,478,46,2.03,,
1S03,06/08/2021,7.41,,,95,59,2.18,,
1S03A,06/08/2021,7.4,,,90,57,2.11,,
1S03B,06/08/2021,7.58,,,95,61,2.22,,
1SCL1,06/08/2021,7.25,,,397,66,2.06,,
1S03,07/08/2021,7.31,,,93,63,2.11,,
1S03A,07/08/2021,7.32,,,89,61,2.07,,
1S03B,07/08/2021,7.42,,,92,63,2.19,,
1SCL1,07/08/2021,7.17,,,417,57,2.04,,
1S03,08/08/2021,7.35,,,94,64,2.05,,
1S03A,08/08/2021,7.26,,,90,64,2.13,,
1S03B,08/08/2021,7.49,,,95,64,2.13,,
1SCL1,08/08/2021,7.19,,,449,59,2.19,,
1S03,09/08/2021,7.37,,,93,64,2.1,,
1S03A,09/08/2021,7.32,,,91,64,2.05,,
1S03B,09/08/2021,7.56,,,94,64,2.23,,
1SCL1,09/08/2021,7.27,,,409,63,1.99,,
1S03,10/08/2021,7.24,,,91,63,2.13,,
1S03A,10/08/2021,7.14,,,88,63,2.03,,
1S03B,10/08/2021,7.31,,,93,63,2.11,,
1SCH3,10/08/2021,7.33,,,375,68,2.05,,
1SCL1,10/08/2021,7.25,,,381,68,2.03,,
1S03,11/08/2021,7.24,,,88,55,2.1,,
1S03A,11/08/2021,7.19,,,84,57,2.16,,
1S03B,11/08/2021,7.45,,,91,55,2.15,,
1SCH3,11/08/2021,7.33,,,388,59,2.11,,
1SCL1,11/08/2021,7.33,,,387,61,2.23,,
1S03,12/08/2021,7.02,,,97,48,2.09,,
1S03A,12/08/2021,7.1,,,94,48,2.04,,
1S03B,12/08/2021,7.35,,,98,48,2.08,,
1SCH3,12/08/2021,7.22,,,395,50,2.05,,
1SCL1,12/08/2021,7.2,,,396,52,2.08,,
1S03,01/09/2021,7.27,,,95,43,2.04,,
1S03A,01/09/2021,7.21,,,94,43,2.24,,
1S03B,01/09/2021,7.39,,,96,43,2.06,,
1SCH3,01/09/2021,7.25,,,445,43,1.99,,
1SCL1,01/09/2021,7.26,,,446,45,1.87,,
1S03,02/09/2021,7.37,,,96,37,1.94,,
1S03A,02/09/2021,7.39,,,96,37,2.04,,
1S03B,02/09/2021,7.43,,,100,37,2.23,,
1SCH3,02/09/2021,7.35,,,436,39,1.9,,
1SCL1,02/09/2021,7.33,,,432,39,1.97,,
1S03,03/09/2021,7.12,,,93,37,2.17,,
1S03A,03/09/2021,7.35,,,88,39,2.23,,
1S03B,03/09/2021,7.36,,,94,37,2.25,,
1SCL1,03/09/2021,7.25,,,387,39,2.05,,
1S03,04/09/2021,7.3,,,95,46,2.24,,
1S03A,04/09/2021,7.28,,,90,45,2.14,,
1S03B,04/09/2021,7.38,,,92,46,2.21,,
1SCH3,04/09/2021,7.28,,,486,45,2.26,,
1SCL1,04/09/2021,7.33,,,488,45,2.1,,
1S03,05/09/2021,7.3,,,97,54,2.07,,
1S03A,05/09/2021,7.2,,,92,52,2.14,,
1S03B,05/09/2021,7.35,,,95,52,2.17,,
1SCH3,05/09/2021,7.29,,,484,48,2.12,,
1SCL1,05/09/2021,7.18,,,480,46,2.05,,
1S03,06/09/2021,7.22,,,94,59,1.93,,
1S03A,06/09/2021,7.29,,,90,59,1.83,,
1S03B,06/09/2021,7.47,,,94,61,2.11,,
1SCL1,06/09/2021,7.19,,,394,55,1.8,,
1S03,07/09/2021,7.25,,,89,64,2.14,,
1S03A,07/09/2021,7.35,,,89,63,2.07,,
1S03B,07/09/2021,7.49,,,92,63,2.16,,
1SCL1,07/09/2021,7.24,,,427,57,1.98,,
1S03,08/09/2021,7.38,,,95,64,2.1,,
1S03A,08/09/2021,7.38,,,90,64,2.19,,
1S03B,08/09/2021,7.56,,,94,64,2.26,,
1SCL1,08/09/2021,7.27,,,460,59,2.2,,
1S03,09/09/2021,7.46,,,94,66,2.04,,
1S03A,09/09/2021,7.27,,,91,64,2.01,,
1S03B,09/09/2021,7.55,,,95,66,2.15,,
1SCL1,09/09/2021,7.34,,,437,63,1.95,,
1S03,10/09/2021,7.2,,,93,63,2.09,,
1S03A,10/09/2021,7.13,,,89,63,2.06,,
1S03B,10/09/2021,7.26,,,93,63,2.1,,
1SCH3,10/09/2021,7.27,,,382,68,2.06,,
1SCL1,10/09/2021,7.24,,,383,68,2.07,,
1S03,11/09/2021,7.24,,,87,57,2.12,,
1S03A,11/09/2021,7.11,,,85,57,2.28,,
1S03B,11/09/2021,7.37,,,91,57,2.14,,
1SCH3,11/09/2021,7.28,,,384,59,2.14,,
1SCL1,11/09/2021,7.27,,,386,61,2.12,,
1S03,12/09/2021,7.3,,,97,46,2.13,,
1S03A,12/09/2021,7.19,,,96,48,2.05,,
1S03B,12/09/2021,7.48,,,98,48,2.09,,
1SCH3,12/09/2021,7.26,,,398,50,2.07,,
1SCL1,12/09/2021,7.25,,,393,52,2.07,,
1S03,01/10/2021,7.33,,,97,41,2.05,,
1S03A,01/10/2021,7.19,,,94,43,2.17,,
1S03B,01/10/2021,7.4,,,99,43,2.09,,
1SCH3,01/10/2021,7.31,,,439,43,1.85,,
1SCL1,01/10/2021,7.29,,,441,43,1.94,,
1S03,02/10/2021,7.27,,,99,37,2.18,,
1S03A,02/10/2021,7.26,,,96,37,2.13,,
1S03B,02/10/2021,7.47,,,97,37,2.16,,
1SCH3,02/10/2021,7.17,,,430,37,1.91,,
1SCL1,02/10/2021,7.19,,,408,39,2.2,,
1S03,03/10/2021,7.3,,,93,37,2.13,,
1S03A,03/10/2021,7.24,,,88,37,2.13,,
1S03B,03/10/2021,7.41,,,93,39,2.09,,
1SCL1,03/10/2021,7.32,,,367,39,2.25,,
1S03,04/10/2021,7.22,,,88,46,2.14,,
1S03A,04/10/2021,7.16,,,91,45,2.18,,
1S03B,04/10/2021,7.31,,,94,45,2.03,,
1SCH3,04/10/2021,7.4,,,490,45,2.16,,
1SCL1,04/10/2021,7.26,,,493,45,2.04,,
1S03,05/10/2021,7.24,,,93,52,2.25,,
1S03A,05/10/2021,7.17,,,93,52,2.11,,
1S03B,05/10/2021,7.39,,,97,52,2.11,,
1SCH3,05/10/2021,7.33,,,491,46,2.24,,
1SCL1,05/10/2021,7.23,,,486,46,2.02,,
1S03,06/10/2021,7.4,,,94,61,2.08,,
1S03A,06/10/2021,7.38,,,91,59,2.12,,
1S03B,06/10/2021,7.56,,,95,61,2.1,,
1SCL1,06/10/2021,7.23,,,429,55,2,,
1S03,07/10/2021,7.33,,,93,64,2.09,,
1S03A,07/10/2021,7.3,,,91,63,2.26,,
1S03B,07/10/2021,7.67,,,94,63,2.15,,
1SCL1,07/10/2021,7.21,,,424,59,2.1,,
1S03,08/10/2021,7.62,,,91,64,2.07,,
1S03A,08/10/2021,7.47,,,90,64,2.21,,
1S03B,08/10/2021,7.58,,,93,64,2.17,,
1SCL1,08/10/2021,7.43,,,368,61,2.24,,
1S03,09/10/2021,7.4,,,94,64,2.05,,
1S03A,09/10/2021,7.35,,,88,64,2.1,,
1S03B,09/10/2021,7.52,,,93,64,2.15,,
1SCL1,09/10/2021,7.27,,,442,63,2.08,,
1S03,10/10/2021,7.2,,,93,63,2.1,,
1S03A,10/10/2021,7.16,,,89,63,2.1,,
1S03B,10/10/2021,7.23,,,94,63,2.17,,
1SCH3,10/10/2021,7.26,,,375,68,2.07,,
1SCL1,10/10/2021,7.25,,,376,68,2.09,,
1S03,11/10/2021,7.36,,,89,57,2.1,,
1S03A,11/10/2021,7.21,,,83,57,2.05,,
1S03B,11/10/2021,7.4,,,90,57,2.15,,
1SCH3,11/10/2021,7.34,,,392,59,2.16,,
1SCL1,11/10/2021,7.23,,,387,61,2.12,,
1S03,12/10/2021,7.16,,,99,46,2.09,,
1S03A,12/10/2021,7.22,,,96,48,2.04,,
1S03B,12/10/2021,7.36,,,100,48,2.13,,
1SCH3,12/10/2021,7.23,,,394,50,2.12,,
1SCL1,12/10/2021,7.22,,,390,50,2.04,,
1S03,01/11/2021,7.31,,,94,43,2.07,,
1S03A,01/11/2021,7.35,,,93,43,2.17,,
1S03B,01/11/2021,7.47,,,92,43,2.06,,
1SCH3,01/11/2021,7.36,,,435,43,1.9,,
1SCL1,01/11/2021,7.3,,,436,45,1.9,,
1S03,02/11/2021,7.24,,,92,37,2.16,,
1S03A,02/11/2021,7.29,,,92,37,2.21,,
1S03B,02/11/2021,7.4,,,95,37,2.2,,
1SCH3,02/11/2021,7.24,,,437,39,2.16,,
1SCL1,02/11/2021,7.26,,,446,37,2,,
1S03,03/11/2021,7.24,,,94,39,2.12,,
1S03A,03/11/2021,7.17,,,90,37,2.13,,
1S03B,03/11/2021,7.37,,,91,39,2.24,,
1SCL1,03/11/2021,7.34,,,416,41,2.38,,
1S03,04/11/2021,7.11,,,95,48,2.11,,
1S03A,04/11/2021,7.2,,,90,46,2.19,,
1S03B,04/11/2021,7.31,,,92,46,2.21,,
1SCH3,04/11/2021,7.2,,,487,46,2.35,,
1SCL1,04/11/2021,7.21,,,487,45,2.1,,
1S03,05/11/2021,7.24,,,96,54,2.09,,
1S03A,05/11/2021,7.22,,,92,52,2.11,,
1S03B,05/11/2021,7.38,,,96,52,2.17,,
1SCH3,05/11/2021,7.37,,,490,46,2.07,,
1SCL1,05/11/2021,7.27,,,487,48,1.93,,
1S03,06/11/2021,7.33,,,95,59,2.15,,
1S03A,06/11/2021,7.23,,,91,57,2.09,,
1S03B,06/11/2021,7.58,,,94,59,2.12,,
1SCL1,06/11/2021,7.29,,,424,54,1.94,,
1S03,07/11/2021,7.37,,,94,63,2.31,,
1S03A,07/11/2021,7.36,,,92,63,2.02,,
1S03B,07/11/2021,7.62,,,95,63,2.18,,
1SCL1,07/11/2021,7.21,,,411,57,1.97,,
1S03,08/11/2021,7.42,,,93,66,2.24,,
1S03A,08/11/2021,7.39,,,89,64,2.28,,
1S03B,08/11/2021,7.49,,,93,64,2.22,,
1SCL1,08/11/2021,7.29,,,423,61,2.3,,
1S03,09/11/2021,7.38,,,95,64,2.05,,
1S03A,09/11/2021,7.24,,,92,64,2.07,,
1S03B,09/11/2021,7.57,,,97,64,2.07,,
1SCH3,09/11/2021,7.29,,,474,59,2.12,,
1SCL1,09/11/2021,7.26,,,475,61,2.13,,
1S03,10/11/2021,7.17,,,93,63,2.1,,
1S03A,10/11/2021,7.24,,,89,63,2.06,,
1S03B,10/11/2021,7.22,,,90,63,2.11,,
1SCH3,10/11/2021,7.21,,,373,68,2.07,,
1SCL1,10/11/2021,7.2,,,375,68,2.08,,
1S03,11/11/2021,7.25,,,93,55,2.17,,
1S03A,11/11/2021,7.2,,,98,57,2.07,,
1S03B,11/11/2021,7.51,,,101,55,2.05,,
1SCH3,11/11/2021,7.33,,,394,59,2.08,,
1SCL1,11/11/2021,7.31,,,395,61,2.04,,
1S03,12/11/2021,7.45,,,97,46,2.1,,
1S03A,12/11/2021,7.32,,,96,48,2.11,,
1S03B,12/11/2021,7.61,,,98,48,2.17,,
1SCH3,12/11/2021,7.25,,,396,52,2,,
1SCL1,12/11/2021,7.29,,,397,50,1.97,,
1S03,01/12/2021,7.33,,,95,41,2.03,,
1S03A,01/12/2021,7.13,,,91,41,2.15,,
1S03B,01/12/2021,7.29,,,93,41,2.14,,
1SCH3,01/12/2021,7.37,,,440,43,1.99,,
1SCL1,01/12/2021,7.38,,,442,43,1.96,,
1S03,02/12/2021,7.35,,,96,36,2.14,,
1S03A,02/12/2021,7.24,,,94,37,2.1,,
1S03B,02/12/2021,7.42,,,94,36,2.1,,
1SCH3,02/12/2021,7.28,,,444,39,2.01,,
1SCL1,02/12/2021,7.23,,,478,39,1.72,,
1S03,03/12/2021,7.31,,,92,41,2.11,,
1S03A,03/12/2021,7.17,,,88,41,2.12,,
1S03B,03/12/2021,7.33,,,89,39,2.25,,
1SCL1,03/12/2021,7.36,,,415,41,2.41,,
